exercicio;numero_patrimonio;descricao_bem;codigo_area_carga;valor_atual;situacao_bem
2025;765718;Notebook;1502;3.813,06;ATIVO
2025;564617;Estação de trabalho;1401;2.993,88;ATIVO
2025;402969;Cadeira giratória com braços;1601;948,92;ATIVO
2025;00602809;Gaveteiro volante;1502;458,11;ATIVO
2025;989652;Cadeira giratória com braços;1202;893,48;Ativo
2025;216103;Cadeira giratória com braços;9001;812,33;ATIVO
2025;891527;Condicionador de ar split;1201;4.423,96;ATIVO
2025;242022;Mesa de escritório em L;1101;1.263,35;ATIVO
2025;00828179;Nobreak 1500VA;1102;1.189,90;ATIVO
2025;946021;Estação de trabalho;1102;2.918,11;Ativo
2025;304565;Cadeira giratória com braços;1701;302.92;ATIVO
2025;818805;Scanner de mesa;1701;2.048,98;Ativo
2025;769794;Cadeira giratória com braços;1102;779,45;ATIVO
2025;302.149;Cadeira giratória com braços;1401;667,24;Ativo
2025;696413;Cadeira giratória com braços;1401;849,89;ATIVO
2025;411147;Longarina 3 lugares;1202;796,47;ATIVO
2025;514992;Monitor LED 24 polegadas;9001;857,98;ATIVO
2025;247371;Cadeira giratória com braços;1601;872,87;Ativo
2025;915815;Notebook;9001;4.613,46;ATIVO
2025;827285;Condicionador de ar split;9001;3.329,99;ATIVO
2025;261102;Armário de aço 2 portas;1301;1.515,53;ATIVO
2025;703303;Notebook;1401;6.148,61;ATIVO
2025;685267;Mesa de escritório em L;1202;1.466,68;Ativo
2025;384568;Armário de aço 2 portas;1601;1.826,47;BAIXADO
2025;976093;Armário de aço 2 portas;1202;1.266,49;ATIVO
2025;707803;Cadeira giratória com braços;1201;328.95;ATIVO
2025;111.877;Gaveteiro volante;1302;263,82;ATIVO
2025;154403;Monitor LED 24 polegadas;1101;999,52;ATIVO
2025;490953;Mesa de escritório em L;1701;1.594,65;ATIVO
2025;209.483;Impressora multifuncional;1302;3.556,71;Ativo
2025;573404;Mesa de escritório em L;1101;910,92;Ativo
2025;996515;Notebook;9001;5.789,31;ATIVO
2025;127084;Gaveteiro volante;1501;447,08;ATIVO
2025;593456;Mesa de escritório em L;1302;650.73;ATIVO
2025;483997;Estação de trabalho;1401;3.349,54;ATIVO
2025;282197;Cadeira giratória com braços;1601;661,62;ATIVO
2025;578639;Cadeira giratória com braços;1701;644,27;ATIVO
2025;221194;Condicionador de ar split;1701;2.877,53;ATIVO
2025;328100;Condicionador de ar split;1201;3.216,07;ATIVO
2025;00207677;Estação de trabalho;9002;5.117,98;ATIVO
2025;269032;Monitor LED 24 polegadas;1601;1.216,62;ATIVO
2025;360787;Scanner de mesa;1102;2.089,78;Ativo
2025;379266;Armário de aço 2 portas;1502;1.283,46;Ativo
2025;256032;Estação de trabalho;9001;4.901,85;Ativo
2025;969541;Monitor LED 24 polegadas;1101;1391.44;ATIVO
2025;287953;Armário de aço 2 portas;1201;1.772,72;ATIVO
2025;918081;Armário de aço 2 portas;1401;1.505,78;ATIVO
2025;443919;Condicionador de ar split;9001;1.951,78;ATIVO
2025;701601;Cadeira giratória com braços;1202;630,72;ATIVO
2025;741317;Impressora multifuncional;9001;3.756,76;ATIVO
2025;959254;Condicionador de ar split;1401;3.684,24;ATIVO
2025;766173;Longarina 3 lugares;1501;888,08;Ativo
2025;957052;Mesa de escritório em L;1501;728,10;ATIVO
2025;00540626;Nobreak 1500VA;9001;862,99;ATIVO
2025;169612;Cadeira giratória com braços;1202;862,74;Ativo
2025;206563;Notebook;9001;4.140,08;ATIVO
2025;813511;Estação de trabalho;1102;5.017,75;ATIVO
2025;279100;Impressora multifuncional;9002;1515.38;ATIVO
2025;527324;Notebook;9001;6.493,95;ATIVO
2025;996386;Gaveteiro volante;1201;234,03;ATIVO
2025;626408;Armário de aço 2 portas;1101;1.035,64;ATIVO
2025;562823;Mesa de escritório em L;1101;629,29;ATIVO
2025;819147;Notebook;1701;5911.42;ATIVO
2025;374408;Cadeira giratória com braços;9002;903,59;ATIVO
2025;513222;Monitor LED 24 polegadas;1601;1.219,52;ATIVO
2025;266279;Estação de trabalho;9001;3.928,90;ATIVO
2025;441132;Estação de trabalho;1601;4.483,31;ATIVO
2025;267158;Mesa de escritório em L;1101;573.77;ATIVO
2025;381613;Notebook;9001;5.383,15;ATIVO
2025;362443;Armário de aço 2 portas;1102;638,43;Ativo
2025;535231;Mesa de escritório em L;1202;951,95;ATIVO
2025;516763;Monitor LED 24 polegadas;1601;852,02;ATIVO
2025;169851;Longarina 3 lugares;1401;673,01;ATIVO
2025;475386;Gaveteiro volante;1701;330,06;ATIVO
2025;655024;Estação de trabalho;1201;3.557,77;BAIXADO
2025;992433;Estação de trabalho;1101;2835.67;ATIVO
2025;676611;Armário de aço 2 portas;1601;1.588,25;ATIVO
2025;786581;Estação de trabalho;9001;4.398,34;ATIVO
2025;842493;Notebook;9002;6.341,14;ATIVO
2025;00401481;Notebook;9001;4.848,59;ATIVO
2025;524381;Estação de trabalho;1202;5.120,49;ATIVO
2025;230758;Impressora multifuncional;1101;2.130,29;ATIVO
2025;670.525;Cadeira giratória com braços;1101;319.06;ATIVO
2025;483982;Notebook;9001;5478.04;ATIVO
2025;493771;Gaveteiro volante;1101;325,02;ATIVO
2025;168110;Monitor LED 24 polegadas;1201;1.160,94;ATIVO
2025;974610;Mesa de escritório em L;9001;989,43;ATIVO
2025;199064;Estação de trabalho;1301;3.100,96;ATIVO
2025;883109;Estação de trabalho;1401;4.577,95;ATIVO
2025;180433;Mesa de escritório em L;1601;500,80;ATIVO
2025;989837;Cadeira giratória com braços;1101;713,15;Ativo
2025;360349;Cadeira giratória com braços;1501;644,90;ATIVO
2025;183042;Longarina 3 lugares;1201;445,49;ATIVO
2025;627424;Gaveteiro volante;1501;467,36;Ativo
2025;170586;Notebook;9001;5.370,48;ATIVO
2025;359132;Cadeira giratória com braços;1102;790,13;ATIVO
2025;768318;Mesa de escritório em L;9002;1.353,87;Ativo
2025;893830;Impressora multifuncional;1101;2.808,33;ATIVO
2025;614244;Gaveteiro volante;9001;257,96;ATIVO
2025;163926;Cadeira giratória com braços;1101;673,02;ATIVO
2025;488901;Nobreak 1500VA;1201;775,60;ATIVO
2025;610877;Mesa de escritório em L;1302;650.29;ATIVO
2025;795445;Condicionador de ar split;1302;2.915,89;ATIVO
2025;00298727;Cadeira giratória com braços;1202;767,79;ATIVO
2025;901092;Cadeira giratória com braços;1201;894,08;ATIVO
2025;228600;Longarina 3 lugares;1301;677,26;ATIVO
2025;789359;Monitor LED 24 polegadas;9001;744,72;ATIVO
2025;920001;Longarina 3 lugares;1502;547.46;ATIVO
2025;800729;Impressora multifuncional;1701;1.487,90;ATIVO
2025;585240;Cadeira giratória com braços;9001;437,58;Ativo
2025;531798;Estação de trabalho;1302;5.008,32;ATIVO
2025;176761;Cadeira giratória com braços;9002;510,88;ATIVO
2025;224766;Condicionador de ar split;1201;3349.23;ATIVO
2025;494848;Gaveteiro volante;1401;460,54;ATIVO
2025;421201;Cadeira giratória com braços;1401;925,73;ATIVO
2025;458580;Nobreak 1500VA;9001;733,98;Ativo
2025;00134744;Cadeira giratória com braços;9001;589,35;ATIVO
2025;766521;Nobreak 1500VA;9001;876,77;ATIVO
2025;528988;Mesa de escritório em L;1202;1.060,17;ATIVO
2025;647884;Cadeira giratória com braços;1701;285,15;Ativo
2025;480616;Monitor LED 24 polegadas;9001;650,79;ATIVO
2025;459173;Cadeira giratória com braços;9002;737,27;ATIVO
2025;128951;Cadeira giratória com braços;1102;317,56;ATIVO
2025;239985;Notebook;9001;5.777,80;BAIXADO
2025;404992;Cadeira giratória com braços;9002;435,70;ATIVO
2025;854802;Cadeira giratória com braços;1601;490,62;Ativo
2025;227852;Cadeira giratória com braços;1401;827,73;ATIVO
2025;779980;Monitor LED 24 polegadas;9001;1.128,64;Ativo
2025;732644;Cadeira giratória com braços;9002;527,80;ATIVO
2025;190510;Armário de aço 2 portas;1601;1.592,35;ATIVO
2025;192020;Estação de trabalho;1401;4.395,44;ATIVO
2025;678.700;Notebook;9001;3.554,69;ATIVO
2025;825092;Estação de trabalho;9001;3.183,27;ATIVO
2025;917653;Longarina 3 lugares;1501;626,62;ATIVO
2025;222999;Monitor LED 24 polegadas;9001;960,36;ATIVO
2025;347481;Estação de trabalho;1701;3.542,04;ATIVO
2025;853451;Mesa de escritório em L;1201;601.67;ATIVO
2025;505068;Nobreak 1500VA;9001;1.084,23;ATIVO
2025;404613;Cadeira giratória com braços;9002;312,99;ATIVO
2025;390844;Notebook;9002;4396.75;ATIVO
2025;869658;Armário de aço 2 portas;1202;907,99;ATIVO
2025;202354;Longarina 3 lugares;1301;506,70;ATIVO
2025;662302;Monitor LED 24 polegadas;1102;670,49;ATIVO
2025;797150;Monitor LED 24 polegadas;9001;1.250,28;ATIVO
2025;760278;Cadeira giratória com braços;1301;616,16;Ativo
2025;724489;Gaveteiro volante;1201;311,17;ATIVO
2025;862669;Mesa de escritório em L;1202;1.404,42;ATIVO
2025;126416;Impressora multifuncional;9001;2.389,92;ATIVO
2025;268359;Estação de trabalho;9001;5.134,13;ATIVO
2025;709301;Cadeira giratória com braços;1102;832,57;ATIVO
2025;822658;Mesa de escritório em L;1301;1.252,93;ATIVO
2025;682049;Notebook;9001;4.506,86;ATIVO
2025;468631;Impressora multifuncional;1201;2.946,57;ATIVO
2025;100932;Nobreak 1500VA;1302;492,58;ATIVO
2025;659285;Gaveteiro volante;1102;459,81;ATIVO
2025;548.604;Estação de trabalho;9001;3490.03;ATIVO
2025;105613;Impressora multifuncional;9001;3.170,87;ATIVO
2025;348913;Mesa de escritório em L;1401;1.104,34;ATIVO
2025;645367;Gaveteiro volante;1502;334,89;ATIVO
2025;333391;Scanner de mesa;9002;945,82;ATIVO
2025;742654;Monitor LED 24 polegadas;1301;1.201,62;ATIVO
2025;953611;Impressora multifuncional;1301;2.925,75;ATIVO
2025;797.077;Monitor LED 24 polegadas;9001;1.078,81;ATIVO
2025;121966;Gaveteiro volante;1102;372,47;ATIVO
2025;500888;Monitor LED 24 polegadas;1102;1.286,48;ATIVO
2025;767252;Notebook;1601;5.089,92;ATIVO
2025;652051;Mesa de escritório em L;1501;1.413,05;ATIVO
2025;805381;Estação de trabalho;1401;4.239,75;ATIVO
2025;795388;Gaveteiro volante;9002;281,22;ATIVO
2025;251594;Mesa de escritório em L;1101;1.199,54;ATIVO
2025;645567;Nobreak 1500VA;1502;898,94;ATIVO
2025;189120;Mesa de escritório em L;1501;573,81;ATIVO
2025;658102;Mesa de escritório em L;9002;1.059,80;ATIVO
2025;00386938;Cadeira giratória com braços;9002;348,64;ATIVO
2025;943571;Nobreak 1500VA;1501;914,49;Ativo
2025;727825;Armário de aço 2 portas;9002;970,03;Ativo
2025;483248;Cadeira giratória com braços;1601;545,75;ATIVO
2025;681885;Monitor LED 24 polegadas;1201;1.054,43;ATIVO
2025;150716;Cadeira giratória com braços;1301;659,20;ATIVO
2025;555221;Cadeira giratória com braços;1701;691,54;ATIVO
2025;139.972;Monitor LED 24 polegadas;1101;1.335,51;Ativo
2025;506756;Estação de trabalho;1102;3.939,95;Ativo
2025;767303;Condicionador de ar split;1502;4.091,35;ATIVO
2025;522225;Impressora multifuncional;1601;1.982,13;ATIVO
2025;909812;Monitor LED 24 polegadas;1101;1.388,06;ATIVO
2025;479084;Mesa de escritório em L;1102;860,85;ATIVO
2025;853107;Estação de trabalho;9001;2.885,10;ATIVO
2025;490496;Notebook;9001;4.259,88;ATIVO
2025;854607;Condicionador de ar split;1401;2.467,57;ATIVO
2025;753966;Mesa de escritório em L;1101;1.134,69;ATIVO
2025;509239;Monitor LED 24 polegadas;9001;1.187,15;ATIVO
2025;171756;Cadeira giratória com braços;1102;895,23;Ativo
2025;258299;Cadeira giratória com braços;1301;360,52;Ativo
2025;585291;Cadeira giratória com braços;1501;509,62;ATIVO
2025;588165;Cadeira giratória com braços;9002;858,86;ATIVO
2025;00328581;Mesa de escritório em L;1501;500,83;ATIVO
2025;347059;Estação de trabalho;9002;4.632,06;ATIVO
2025;814342;Mesa de escritório em L;1601;880.91;ATIVO
2025;514847;Armário de aço 2 portas;1201;1.040,89;ATIVO
2025;676288;Nobreak 1500VA;1101;1.073,08;ATIVO
2025;775677;Armário de aço 2 portas;9002;1.424,78;ATIVO
2025;579548;Notebook;9001;4.542,38;ATIVO
2025;190494;Notebook;1201;4.312,43;ATIVO
2025;900717;Monitor LED 24 polegadas;9001;1.340,32;ATIVO
2025;671834;Notebook;1401;6.699,99;ATIVO
2025;278663;Armário de aço 2 portas;1701;1.235,12;ATIVO
2025;108141;Estação de trabalho;1102;3.070,21;ATIVO
2025;222257;Impressora multifuncional;9001;1.524,73;ATIVO
2025;154194;Gaveteiro volante;1502;236,54;ATIVO
2025;497216;Armário de aço 2 portas;1401;1.774,16;ATIVO
2025;779938;Mesa de escritório em L;1301;1348.50;ATIVO
2025;970427;Scanner de mesa;1202;1.201,64;ATIVO
2025;537257;Nobreak 1500VA;9002;1.254,68;ATIVO
2025;755909;Estação de trabalho;1501;3248.19;ATIVO
2025;645992;Monitor LED 24 polegadas;1701;1.211,85;ATIVO
2025;510114;Monitor LED 24 polegadas;1301;1321.19;ATIVO
2025;763170;Cadeira giratória com braços;1301;372,03;ATIVO
2025;413444;Monitor LED 24 polegadas;1201;1.108,41;ATIVO
2025;121925;Monitor LED 24 polegadas;1101;844,45;ATIVO
2025;593.336;Gaveteiro volante;9001;398,15;ATIVO
2025;231087;Monitor LED 24 polegadas;1501;1.023,09;ATIVO
2025;571119;Estação de trabalho;1301;4269.31;ATIVO
2025;674301;Longarina 3 lugares;1501;1095.49;Ativo
2025;995885;Estação de trabalho;1701;5.028,49;ATIVO
2025;346664;Cadeira giratória com braços;1601;690,62;Ativo
2025;689654;Cadeira giratória com braços;1102;847,21;ATIVO
2025;437037;Estação de trabalho;9001;3.683,16;ATIVO
2025;199247;Gaveteiro volante;1201;452,63;ATIVO
2025;173867;Notebook;1201;5.988,80;Ativo
2025;160518;Notebook;1501;5.696,94;ATIVO
2025;633971;Mesa de escritório em L;1701;1.036,92;Ativo
2025;359580;Cadeira giratória com braços;1302;502.95;ATIVO
2025;262512;Impressora multifuncional;9002;1.606,94;ATIVO
2025;915269;Cadeira giratória com braços;9002;612,17;ATIVO
2025;912256;Monitor LED 24 polegadas;1501;1.270,87;ATIVO
2025;631981;Cadeira giratória com braços;1102;443,92;ATIVO
2025;00108660;Mesa de escritório em L;9001;647,76;ATIVO
2025;429578;Impressora multifuncional;1205;3.765,42;ATIVO
2025;00468281;Scanner de mesa;1201;1.222,89;ATIVO
2025;415.533;Estação de trabalho;9001;4.901,75;ATIVO
2025;714123;Longarina 3 lugares;1102;678,17;ATIVO
2025;286086;Scanner de mesa;1201;2.102,03;ATIVO
2025;975187;Cadeira giratória com braços;1501;929,76;ATIVO
2025;945113;Estação de trabalho;9001;4.263,70;ATIVO
2025;507297;Estação de trabalho;1501;3.508,74;ATIVO
2025;410015;Monitor LED 24 polegadas;1301;691.09;ATIVO
2025;416.993;Mesa de escritório em L;9001;1.281,30;ATIVO
2025;346188;Cadeira giratória com braços;1102;674,68;ATIVO
2025;611786;Notebook;9001;6491.73;ATIVO
2025;243073;Notebook;9002;6.468,56;ATIVO
2025;563785;Gaveteiro volante;1302;663,03;Ativo
2025;137863;Gaveteiro volante;1202;266,46;ATIVO
2025;432112;Longarina 3 lugares;1601;431,90;Ativo
2025;943134;Impressora multifuncional;9002;4.103,35;ATIVO
2025;389704;Nobreak 1500VA;1101;835,36;ATIVO
2025;820231;Gaveteiro volante;1201;629.25;ATIVO
2025;184.069;Condicionador de ar split;1601;4.411,51;ATIVO
2025;550082;Monitor LED 24 polegadas;1202;1324.16;ATIVO
2025;519574;Estação de trabalho;9001;2.955,94;ATIVO
2025;464391;Scanner de mesa;9002;1.094,29;Ativo
2025;574.949;Monitor LED 24 polegadas;1401;1.042,00;ATIVO
2025;00799125;Monitor LED 24 polegadas;9001;1.075,88;ATIVO
2025;990565;Nobreak 1500VA;1202;460,98;Ativo
2025;731875;Longarina 3 lugares;9002;492,44;ATIVO
2025;628033;Estação de trabalho;9002;3.843,72;ATIVO
2025;717492;Estação de trabalho;1302;3.873,37;ATIVO
2025;829567;Condicionador de ar split;9002;4.248,69;ATIVO
2025;328782;Notebook;9001;5.005,96;Ativo
2025;927669;Gaveteiro volante;9002;493,29;ATIVO
2025;822822;Mesa de escritório em L;1701;1.487,96;ATIVO
2025;471834;Monitor LED 24 polegadas;1202;1.303,01;ATIVO
2025;198292;Condicionador de ar split;1301;1.929,34;ATIVO
2025;129708;Armário de aço 2 portas;1601;1.329,63;ATIVO
2025;865118;Cadeira giratória com braços;1101;742,79;ATIVO
2025;635445;Armário de aço 2 portas;9002;1.343,81;ATIVO
2025;421435;Nobreak 1500VA;1302;1.089,67;ATIVO
